iter	Logloss
0	0.4579317912
1	0.3116899057
2	0.2258936735
3	0.1764216781
4	0.1455664381
5	0.1263708305
6	0.1140919621
7	0.1035797327
8	0.09805668778
9	0.09077638413
10	0.08515684454
11	0.08123666823
12	0.07879696993
13	0.07617264921
14	0.07439956648
15	0.07295073755
16	0.07135202885
17	0.06971947547
18	0.06861355373
19	0.06750281804
20	0.06665031202
21	0.06535993289
22	0.06459823842
23	0.0639020742
24	0.06351841303
25	0.06269165961
26	0.06214742632
27	0.06168372688
28	0.06103491462
29	0.06049376837
30	0.0599306773
31	0.05951565879
32	0.05906983167
33	0.05858179241
34	0.05817737091
35	0.05738406538
36	0.05700321109
37	0.05644716084
38	0.0560707611
39	0.05570479001
40	0.05530858679
41	0.05504267711
42	0.05480934463
43	0.05445228174
44	0.05419178849
45	0.05400770818
46	0.05366655452
47	0.05336182205
48	0.05305308879
49	0.05284957741
50	0.05259331281
51	0.05240452473
52	0.05215711888
53	0.05185862451
54	0.05154699653
55	0.0513129226
56	0.05092016439
57	0.0506882887
58	0.05045489922
59	0.05029708331
60	0.05011438975
61	0.04988799864
62	0.04969793507
63	0.04945743217
64	0.04931410538
65	0.04920952656
66	0.0490707224
67	0.0488176975
68	0.04863227322
69	0.04819251473
70	0.0480538823
71	0.04787741309
72	0.04771727652
73	0.04747031076
74	0.04734860334
75	0.04724570692
76	0.04700531605
77	0.04681720458
78	0.04668870998
79	0.04642804252
80	0.04625799511
81	0.04609979424
82	0.04599707442
83	0.04580366875
84	0.04571790023
85	0.04563373668
86	0.04546617548
87	0.04531162837
88	0.0452494736
89	0.04519552474
90	0.0450510073
91	0.04477389432
92	0.04466449817
93	0.04455957797
94	0.04453687027
95	0.04447543424
96	0.04441177927
97	0.04424053695
98	0.04412181113
99	0.04398945434
100	0.0439374643
101	0.04385323981
102	0.04371478127
103	0.04364912725
104	0.0435644021
105	0.04345409235
106	0.04333269428
107	0.04306022862
108	0.04298149093
109	0.04293649361
110	0.04291540577
111	0.04284399644
112	0.04274123005
113	0.04261398054
114	0.04249224468
115	0.0424370515
116	0.04238028455
117	0.04231377151
118	0.04222848432
119	0.0421472037
120	0.04212630389
121	0.0420542352
122	0.04200101022
123	0.04197240882
124	0.04192144139
125	0.0418353462
126	0.04172933239
127	0.04167563084
128	0.04138323688
129	0.0413442551
130	0.04123821621
131	0.04118408808
132	0.04113253995
133	0.04104818122
134	0.04101245148
135	0.04088214473
136	0.04083782782
137	0.04078383911
138	0.04075565322
139	0.04064917913
140	0.04058518836
141	0.04048863356
142	0.0403976439
143	0.04029124044
144	0.04021943654
145	0.04012638625
146	0.04008013715
147	0.0400032137
148	0.03994451523
149	0.03980802014
150	0.03976508198
151	0.03972255604
152	0.03962380037
153	0.03958813153
154	0.03954275189
155	0.03945462844
156	0.03931180048
157	0.03926553874
158	0.03920383876
159	0.0390400874
160	0.03893012185
161	0.03888238634
162	0.03882883987
163	0.03874225597
164	0.03867020357
165	0.03861145102
166	0.03854154936
167	0.03847410308
168	0.03841290971
169	0.03836655534
170	0.0383272472
171	0.03827843816
172	0.03825709451
173	0.03815590619
174	0.0380698208
175	0.03803805455
176	0.0379860028
177	0.03792132183
178	0.03786762681
179	0.03779159509
180	0.03776603572
181	0.03773237155
182	0.03767979583
183	0.03760291773
184	0.03755622377
185	0.03752784482
186	0.03748989443
187	0.03744356193
188	0.03741037262
189	0.03737748139
190	0.0373501873
191	0.03728645327
192	0.03719177447
193	0.0371399696
194	0.03711816929
195	0.03693489025
196	0.03689191949
197	0.03683091369
198	0.03675590727
199	0.03671301781
200	0.03666868566
201	0.03660858243
202	0.036468985
203	0.03644332685
204	0.03641275799
205	0.03637131583
206	0.03633738453
207	0.03627725381
208	0.03617913493
209	0.03613908844
210	0.03609877293
211	0.03605387021
212	0.03602331876
213	0.03595688106
214	0.03589931049
215	0.03587244406
216	0.03583849068
217	0.03580873242
218	0.03574301916
219	0.0356848651
220	0.03564845764
221	0.03562835558
222	0.03559706427
223	0.03554648554
224	0.03552396209
225	0.03549489422
226	0.03543808602
227	0.03540563004
228	0.03533904175
229	0.03529967504
230	0.03527798675
231	0.03524116002
232	0.03516836649
233	0.03510993285
234	0.03507598706
235	0.0350571439
236	0.03501881526
237	0.03500154403
238	0.03495815561
239	0.03492126969
240	0.03487860605
241	0.0348307035
242	0.03478954138
243	0.03477432627
244	0.03476145765
245	0.03471895642
246	0.03470236986
247	0.03466979589
248	0.0345871608
249	0.0345623109
250	0.03454179813
251	0.03448729901
252	0.03444362655
253	0.03439662845
254	0.03436822953
255	0.0343080984
256	0.03428725061
257	0.03424839858
258	0.03417649515
259	0.03414439928
260	0.0340834111
261	0.03406360544
262	0.03404109067
263	0.03401575089
264	0.03398734851
265	0.0338880056
266	0.0338703966
267	0.03385018794
268	0.03378926463
269	0.03376007297
270	0.03370835447
271	0.03356660289
272	0.03354071064
273	0.03350747773
274	0.03348686383
275	0.03347055936
276	0.03343724278
277	0.03339478869
278	0.03333542623
279	0.03329773091
280	0.0332685443
281	0.0332329935
282	0.03321295381
283	0.03319248465
284	0.03315940247
285	0.03313730751
286	0.03308604988
287	0.03306407826
288	0.03295135934
289	0.0329029878
290	0.03283242963
291	0.03281460708
292	0.03270263129
293	0.03268496454
294	0.03263952789
295	0.03261290642
296	0.03257168827
297	0.03254534518
298	0.03250996591
299	0.03248464677
300	0.0324618873
301	0.03244716705
302	0.03242596528
303	0.03240797257
304	0.03237839225
305	0.03235710498
306	0.03233610506
307	0.0322757837
308	0.03224689456
309	0.03218742974
310	0.03217493541
311	0.03214232226
312	0.03211299379
313	0.0320950276
314	0.03207517118
315	0.03205760861
316	0.03204220388
317	0.03200240173
318	0.03195566745
319	0.03193629287
320	0.0318889337
321	0.03184600523
322	0.03180544393
323	0.03178335678
324	0.0317403366
325	0.03170573684
326	0.03167274929
327	0.03165554292
328	0.03160769092
329	0.03158888326
330	0.03155081007
331	0.03151693192
332	0.03147221924
333	0.0314282872
334	0.03140544395
335	0.03136193596
336	0.03133434241
337	0.03131203245
338	0.03129604737
339	0.03126837548
340	0.03125167682
341	0.0312276571
342	0.03120091951
343	0.03116793365
344	0.03112116746
345	0.03108341193
346	0.03106188824
347	0.03102900024
348	0.03099594655
349	0.03094418724
350	0.03092772933
351	0.03088973015
352	0.03087419555
353	0.03084359709
354	0.03082058259
355	0.03079980505
356	0.03076854347
357	0.03073734668
358	0.03071753541
359	0.03069465891
360	0.03064691137
361	0.03063265397
362	0.03057232757
363	0.03054986016
364	0.03050860627
365	0.03048971263
366	0.03045901747
367	0.03043771084
368	0.03042108154
369	0.03040116656
370	0.03039062131
371	0.03037005679
372	0.03034967578
373	0.03032467681
374	0.03024336086
375	0.03020300622
376	0.03018526473
377	0.03017163456
378	0.03014392346
379	0.03011447184
380	0.03009311423
381	0.03007432325
382	0.03004377246
383	0.03003453811
384	0.03002049245
385	0.03000933622
386	0.0299992458
387	0.02995404886
388	0.02994405794
389	0.02993051536
390	0.02991013941
391	0.02987905298
392	0.02986331749
393	0.02983720229
394	0.0298051677
395	0.02977998425
396	0.02975388706
397	0.02973455715
398	0.02969967605
399	0.02968301965
400	0.02966908872
401	0.02963344977
402	0.02961056602
403	0.02958952459
404	0.0295706428
405	0.02954208291
406	0.02951982874
407	0.02949956189
408	0.02947410261
409	0.02940256437
410	0.02937572274
411	0.02935191661
412	0.02934199299
413	0.02932965131
414	0.0293068945
415	0.02927450681
416	0.02925541127
417	0.02924058756
418	0.02922504216
419	0.02919475369
420	0.02916840049
421	0.02913762975
422	0.02911336156
423	0.02907771629
424	0.02906279226
425	0.02904941748
426	0.02902640603
427	0.02900233722
428	0.02897921408
429	0.02896950176
430	0.02895265641
431	0.02893654571
432	0.02892433425
433	0.02890855078
434	0.02888300791
435	0.02887241471
436	0.02884111451
437	0.02882459952
438	0.02877807558
439	0.02873337515
440	0.02871397588
441	0.02868374834
442	0.02865439124
443	0.0286325348
444	0.02862502532
445	0.02860053451
446	0.02858674202
447	0.02856495195
448	0.02855510276
449	0.02854215292
450	0.02852281733
451	0.02851176862
452	0.02848438447
453	0.02843579681
454	0.02840458244
455	0.02839174213
456	0.02836659029
457	0.02835773038
458	0.02834606958
459	0.02833630563
460	0.0283195523
461	0.02830682419
462	0.02829470746
463	0.02827406391
464	0.02824538965
465	0.02823010706
466	0.02819952527
467	0.02817782103
468	0.0281487927
469	0.02813606261
470	0.02812170857
471	0.02810377472
472	0.02806093018
473	0.02801271134
474	0.02799606658
475	0.02798106189
476	0.02797029345
477	0.02795314175
478	0.0279085511
479	0.02787355804
480	0.0278521591
481	0.02784123158
482	0.02783160475
483	0.02781136788
484	0.02779435959
485	0.02778272327
486	0.02776794978
487	0.02775438737
488	0.02774368174
489	0.02772162145
490	0.02770015771
491	0.02767032947
492	0.02764326427
493	0.02762250129
494	0.02760106267
495	0.02759715014
496	0.02757430464
497	0.02755433886
498	0.02751939747
499	0.02748743358
500	0.0274681672
501	0.02745993765
502	0.02744693072
503	0.02742991144
504	0.02740106311
505	0.02738218704
506	0.02736772277
507	0.02731712186
508	0.02730041606
509	0.02729409557
510	0.02727086398
511	0.02724389138
512	0.02722219288
513	0.02718468074
514	0.0271646627
515	0.02714544577
516	0.02713562756
517	0.02710954991
518	0.02708522853
519	0.0270546902
520	0.02703265425
521	0.02699819253
522	0.02697133446
523	0.02696018756
524	0.0269385924
525	0.02692585602
526	0.02690882445
527	0.02688704018
528	0.02686301131
529	0.02682799848
530	0.02682098329
531	0.02680191591
532	0.02678766892
533	0.02677766611
534	0.02675068528
535	0.02674225459
536	0.02673131636
537	0.0267289899
538	0.02670461338
539	0.026685339
540	0.02666252664
541	0.02663371459
542	0.02662059723
543	0.02660540822
544	0.02659131183
545	0.02657348402
546	0.02653461712
547	0.02651894515
548	0.02650644403
549	0.02649044543
550	0.0264786206
551	0.02647815087
552	0.02646608344
553	0.02646245713
554	0.02644722452
555	0.02643733996
556	0.02640475978
557	0.02636955714
558	0.02635411865
559	0.02633108838
560	0.02631885568
561	0.0262908284
562	0.02628057114
563	0.02626830693
564	0.02624900872
565	0.0262185525
566	0.02619638434
567	0.02618563082
568	0.0261759975
569	0.02615239655
570	0.02613485116
571	0.02612017139
572	0.02611223318
573	0.02609040289
574	0.02605346665
575	0.02604944855
576	0.02603884378
577	0.02602324867
578	0.02601340561
579	0.02599778602
580	0.02598065818
581	0.02597005369
582	0.0259579581
583	0.02593852144
584	0.02588107428
585	0.02587035674
586	0.02587031336
587	0.02585021961
588	0.02582820267
589	0.02580123636
590	0.02578450364
591	0.02578450332
592	0.02576984893
593	0.02576980708
594	0.02575107338
595	0.02573700708
596	0.02573478323
597	0.02571646442
598	0.02568971321
599	0.02567192641
600	0.02566357925
601	0.02563901535
602	0.02562858555
603	0.02561248254
604	0.02559367996
605	0.02558066984
606	0.02558066279
607	0.02556836568
608	0.02554729919
609	0.02553119468
610	0.02550918376
611	0.0254949535
612	0.02548295187
613	0.02544135638
614	0.02540090457
615	0.02538633734
616	0.02536806792
617	0.02536805452
618	0.02535482819
619	0.02534458968
620	0.02532215534
621	0.02530392392
622	0.02529203198
623	0.02529099832
624	0.02527568044
625	0.02526689449
626	0.02525137044
627	0.02523008732
628	0.02521861986
629	0.0252073035
630	0.02518337162
631	0.02518336821
632	0.02516773628
633	0.02515880557
634	0.02514432729
635	0.02513178442
636	0.02510678395
637	0.0250905322
638	0.02507659809
639	0.02505433349
640	0.02502046205
641	0.02499794484
642	0.0249873102
643	0.02496673062
644	0.02495756747
645	0.02493365686
646	0.02492527491
647	0.02490312111
648	0.02488848588
649	0.02488844002
650	0.02488842884
651	0.02488803879
652	0.02488799155
653	0.02488797896
654	0.02488788474
655	0.02487344745
656	0.02486093123
657	0.02483919693
658	0.0248173981
659	0.02480187192
660	0.02479187351
661	0.02475476969
662	0.02471298378
663	0.02469531165
664	0.02469529777
665	0.02467357778
666	0.02465568278
667	0.02464687266
668	0.02462780182
669	0.02460988846
670	0.02458342636
671	0.02458342636
672	0.02456541397
673	0.02454800033
674	0.02453563638
675	0.024528212
676	0.02452818177
677	0.02450589567
678	0.02447980906
679	0.02445868122
680	0.02444788275
681	0.02443800042
682	0.0244108186
683	0.02440020867
684	0.02438476898
685	0.02438094753
686	0.02433833298
687	0.02432149732
688	0.02430435848
689	0.02429773059
690	0.02429000852
691	0.02426498546
692	0.02421151777
693	0.02419882203
694	0.02419881848
695	0.02418488631
696	0.02418485033
697	0.02416991181
698	0.02413956416
699	0.02412953994
700	0.02412076886
701	0.02410449551
702	0.02409569689
703	0.02409137375
704	0.02407008489
705	0.02407008489
706	0.02405345353
707	0.02402809713
708	0.02401843844
709	0.02399904415
710	0.02399903744
711	0.02398939197
712	0.02397347605
713	0.02396410087
714	0.02395535116
715	0.02395533631
716	0.02395532679
717	0.02395531728
718	0.02395532086
719	0.02395530867
720	0.02395531036
721	0.02395530076
722	0.02395529865
723	0.02395529245
724	0.02395528399
725	0.02395528851
726	0.02395527794
727	0.0239552739
728	0.02395526934
729	0.02395526256
730	0.023955263
731	0.02395525086
732	0.02395525108
733	0.02395525108
734	0.02395525108
735	0.02395525108
736	0.02394366577
737	0.0239335699
738	0.02392417034
739	0.02391688353
740	0.02391684032
741	0.02391684032
742	0.02390436675
743	0.02388428497
744	0.02387860603
745	0.02385902035
746	0.02384724322
747	0.0238143152
748	0.02379393538
749	0.02376577864
750	0.023751507
751	0.0237322752
752	0.02370309837
753	0.0236889029
754	0.02367324272
755	0.02365246379
756	0.02365241385
757	0.02363572318
758	0.02362229165
759	0.02360705072
760	0.02357665223
761	0.02356948236
762	0.02355751115
763	0.02354989827
764	0.02353482331
765	0.02353361776
766	0.02351047926
767	0.02350101828
768	0.02348783477
769	0.02346825917
770	0.02346127852
771	0.02345810057
772	0.02344624511
773	0.0234462386
774	0.02343276766
775	0.02341792322
776	0.02341250896
777	0.02340879865
778	0.02339890159
